Key	MapManNumber	Description
AT2G45680.1	GMM:27.3.29	RNA.regulation of transcription.TCP transcription factor family
AT2G45710.1	GMM:29.2.1.2.1.27	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S27
AT2G45740.1	GMM:29.3.5	protein.targeting.peroxisomes
AT2G45760.1		
AT2G45790.1	GMM:10.1.21	cell wall.precursor synthesis.phosphomannomutase
AT2G45900.1	GMM:35.2	not assigned.unknown
AT2G45960.1	GMM:34.19.1	transport.major intrinsic proteins.PIP
AT2G46020.1	GMM:27.3.44	RNA.regulation of transcription.chromatin remodeling factors
AT2G46040.1	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator
AT2G46225.1	GMM:31.1	cell.organisation
AT2G46280.1	GMM:17.3.2.99	hormone metabolism.brassinosteroid.signal transduction.other
AT2G46360.1		
AT2G46510.1	GMM:27.3.6	RNA.regulation of transcription.basic helix-loop-helix family (bHLH)
AT2G46760.1		
AT2G46820.1	GMM:1.1.2.2	PS.lightreaction.photosystem I.PSI polypeptide subunits
AT2G46915.1	GMM:35.2	not assigned.unknown
AT2G47030.1	GMM:10.8.1	cell wall.pectinesterases.PME
AT2G47160.1	GMM:34.18	transport.unspecified anions
AT2G47250.1	GMM:27.1.2	RNA.processing.RNA helicase
AT2G47380.1	GMM:9.7	mitochondrial electron transport / ATP synthesis.cytochrome c oxidase
AT2G47390.1		
AT2G47400.1	GMM:1.3	PS.calvin cycle
AT2G47470.1	GMM:21.1.1	redox.thioredoxin.PDIL
AT2G47485.1		
AT2G47500.1	GMM:31.1	cell.organisation
AT2G47510.1	GMM:8.1.8	TCA / organic transformation.TCA.fumarase
AT2G47610.1	GMM:29.2.1.2.2.57	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L7A
AT2G47710.1	GMM:20.2.99	stress.abiotic.unspecified
AT2G47730.1	GMM:26.9	misc.glutathione S transferases
AT2G47970.1		
AT2G48040.1		
AT3G01100.1	GMM:20.2.3	stress.abiotic.drought/salt
AT3G01120.1	GMM:13.1.3.4.1	amino acid metabolism.synthesis.aspartate family.methionine.cystathionine gamma-synthase
AT3G01160.1		
AT3G01280.1	GMM:34.20	transport.porins
AT3G01324.1		
AT3G01370.1		
AT3G01390.1	GMM:34.1	transport.p- and v-ATPases
AT3G01480.1	GMM:29.6	protein.folding
AT3G01500.1	GMM:8.3	TCA / organic transformation.carbonic anhydrases
AT3G01500.2	GMM:8.3	TCA / organic transformation.carbonic anhydrases
AT3G01520.1	GMM:20.2.99	stress.abiotic.unspecified
AT3G01640.1	GMM:10.1.30.3	cell wall.precursor synthesis.sugar kinases.glucuronic acid kinase
AT3G01670.1	GMM:35.2	not assigned.unknown
AT3G01880.1		
AT3G02040.1	GMM:11.9.3.3	lipid metabolism.lipid degradation.lysophospholipases.glycerophosphodiester phosphodiesterase
AT3G02080.1	GMM:29.2.1.2.1.19	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S19
AT3G02090.1	GMM:29.3.2	protein.targeting.mitochondria
AT3G02100.1	GMM:26.2	misc.UDP glucosyl and glucoronyl transferases
AT3G02200.1	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom
AT3G02230.1	GMM:10.5.5	cell wall.cell wall proteins.RGP
AT3G02260.1	GMM:17.2.2	hormone metabolism.auxin.signal transduction
AT3G02360.1	GMM:7.1.3	OPP.oxidative PP.6-phosphogluconate dehydrogenase
AT3G02500.1	GMM:35.2	not assigned.unknown
AT3G02510.1	GMM:31.2	cell.division
AT3G02520.1	GMM:30.7	signalling.14-3-3 proteins
AT3G02560.1	GMM:29.2.1.2.1.7	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S7
AT3G02730.1	GMM:21.1	redox.thioredoxin
AT3G02750.1	GMM:29.4	protein.postranslational modification
AT3G02760.1	GMM:29.1.21	protein.aa activation.histidine-tRNA ligase
AT3G02780.1	GMM:16.1.2.7	secondary metabolism.isoprenoids.mevalonate pathway.isopentenyl pyrophosphate:dimethyllallyl pyrophosphate isomerase
AT3G02940.1	GMM:27.3.25	RNA.regulation of transcription.MYB domain transcription factor family
AT3G03250.1	GMM:4.1.1	glycolysis.cytosolic branch.UGPase
AT3G03260.1	GMM:27.3.22	RNA.regulation of transcription.homeobox transcription factor family (HB)
AT3G03270.1	GMM:33.99	development.unspecified
AT3G03510.1	GMM:30.11	signalling.light
AT3G03630.1	GMM:13.1.5.3.1	amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine.OASTL
AT3G03780.1	GMM:13.1.3.4.3	amino acid metabolism.synthesis.aspartate family.methionine.methionine synthase
AT3G03810.1	GMM:17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated
AT3G03920.1	GMM:29.2.2.3.1	protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.snoRNPs
AT3G03960.1	GMM:29.6	protein.folding
AT3G04100.1	GMM:27.3.24	RNA.regulation of transcription.MADS box transcription factor family
AT3G04120.1	GMM:4.1.8	glycolysis.cytosolic branch.glyceraldehyde 3-phosphate dehydrogenase (GAP-DH)
AT3G04550.1		
AT3G04670.1	GMM:27.3.32	RNA.regulation of transcription.WRKY domain transcription factor family
AT3G04770.1	GMM:29.2.1.2.1.31	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.SA
AT3G04790.1	GMM:7.2.4;GMM:1.3.10	OPP.non-reductive PP.ribose 5-phosphate isomerase;PS.calvin cycle.Rib5P Isomerase
AT3G04840.1	GMM:29.2.1.2.1.53	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S3A
AT3G04870.1	GMM:16.1.4.3	secondary metabolism.isoprenoids.carotenoids.zeta-carotene desaturase
AT3G04920.1	GMM:29.2.1.2.1.24	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S24
AT3G04950.1		
AT3G05060.1	GMM:29.2.2.3.1	protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.snoRNPs
AT3G05090.1	GMM:35.1	not assigned.no ontology
AT3G05130.1		
AT3G05170.1	GMM:4.3.12	glycolysis.unclear/dually targeted.phosphoglycerate mutase
AT3G05270.1	GMM:35.1	not assigned.no ontology
AT3G05320.1	GMM:35.2	not assigned.unknown
AT3G05560.1	GMM:29.2.1.2.2.22	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L22
AT3G05590.1	GMM:29.2.1.2.2.18	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L18
AT3G05660.1	GMM:20.1.4	stress.biotic.kinases
AT3G05750.1	GMM:35.2	not assigned.unknown
AT3G05790.1	GMM:29.5.5	protein.degradation.serine protease
AT3G05858.1		
AT3G05970.1	GMM:11.1.9	lipid metabolism.FA synthesis and FA elongation.long chain fatty acid CoA ligase
AT3G06050.1	GMM:21.5	redox.peroxiredoxin
AT3G06310.1	GMM:9.1.2	mitochondrial electron transport / ATP synthesis.NADH-DH (type I).localisation not clear
AT3G06400.1	GMM:27.3.44	RNA.regulation of transcription.chromatin remodeling factors
AT3G06470.1	GMM:11.8.1	"lipid metabolism.exotics (steroids, squalene etc).sphingolipids"
AT3G06490.1	GMM:27.3.25	RNA.regulation of transcription.MYB domain transcription factor family
AT3G06530.1	GMM:29.2.2.3.1	protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.snoRNPs
AT3G06540.1	GMM:30.5	signalling.G-proteins
AT3G06580.1	GMM:3.8.1	minor CHO metabolism.galactose.galactokinases
AT3G06630.1	GMM:29.4	protein.postranslational modification
AT3G06650.1	GMM:8.2.11	TCA / organic transformation.other organic acid transformations.atp-citrate lyase
AT3G06720.1	GMM:29.3.1	protein.targeting.nucleus
AT3G06730.1	GMM:21.1	redox.thioredoxin
AT3G06970.1	GMM:27.4	RNA.RNA binding
AT3G07000.1	GMM:35.1.26	not assigned.no ontology.DC1 domain containing protein
AT3G07090.1	GMM:35.2	not assigned.unknown
AT3G07110.1	GMM:29.2.1.2.2.513	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L13A
AT3G07300.1	GMM:29.2.3	protein.synthesis.initiation
AT3G07350.1		
AT3G07390.1	GMM:17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated
AT3G07590.1	GMM:27.1	RNA.processing
AT3G07610.1	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING
AT3G07780.1	GMM:35.2	not assigned.unknown
AT3G07820.1	GMM:10.6.3	cell wall.degradation.pectate lyases and polygalacturonases
AT3G07920.1	GMM:29.2.3	protein.synthesis.initiation
AT3G08020.1	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator
AT3G08030.1		
AT3G08500.1	GMM:27.3.25	RNA.regulation of transcription.MYB domain transcription factor family
AT3G08530.1	GMM:31.4	cell.vesicle transport
AT3G08560.1	GMM:34.1.1.4	transport.p- and v-ATPases.H+-transporting two-sector ATPase.subunit E
AT3G08580.1	GMM:34.8	transport.metabolite transporters at the envelope membrane
AT3G08590.1	GMM:4.1.12	glycolysis.cytosolic branch.phosphoglycerate mutase
AT3G08740.1	GMM:29.2.4	protein.synthesis.elongation
AT3G08940.1	GMM:1.1.1.1	PS.lightreaction.photosystem II.LHC-II
AT3G08940.2	GMM:1.1.1.1	PS.lightreaction.photosystem II.LHC-II
AT3G08960.1	GMM:34	transport
AT3G09070.1	GMM:35.1.40	not assigned.no ontology.glycine rich proteins
AT3G09200.1	GMM:29.2.1.2.2.80	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.P0
AT3G09260.1	GMM:26.3	"misc.gluco-, galacto- and mannosidases"
AT3G09440.1	GMM:29.6;GMM:20.2.1	protein.folding;stress.abiotic.heat
AT3G09520.1	GMM:31.4	cell.vesicle transport
AT3G09560.1	GMM:35.2	not assigned.unknown
AT3G09630.1	GMM:29.2.1.2.2.141	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L4/L1
AT3G09650.1	GMM:27.1	RNA.processing
AT3G09660.1	GMM:28.1	DNA.synthesis/chromatin structure
AT3G09680.1	GMM:29.2.1.2.1.23	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S23
AT3G09820.1	GMM:23.3.2.1	nucleotide metabolism.salvage.nucleoside kinases.adenosine kinase
AT3G09820.2	GMM:23.3.2.1	nucleotide metabolism.salvage.nucleoside kinases.adenosine kinase
AT3G09840.1	GMM:31.2	cell.division
AT3G09920.1	GMM:30.4.1	signalling.phosphinositides.phosphatidylinositol-4-phosphate 5-kinase
AT3G10060.1	GMM:29.6	protein.folding
AT3G10090.1	GMM:29.2.1.2.1.28	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S28
AT3G10180.1	GMM:31.1	cell.organisation
AT3G10520.1	GMM:21.3	redox.heme
AT3G10540.1	GMM:29.4	protein.postranslational modification
AT3G10750.1		
AT3G10920.1	GMM:21.6	redox.dismutases and catalases
AT3G11130.1	GMM:31.4	cell.vesicle transport
AT3G11240.1	GMM:29.1.19	protein.aa activation.arginine-tRNA ligase
AT3G11400.1	GMM:29.2.3	protein.synthesis.initiation
AT3G11450.1	GMM:31.2	cell.division
AT3G11630.1	GMM:21.5.1	redox.peroxiredoxin.BAS1
AT3G11710.1	GMM:29.1.6	protein.aa activation.lysine-tRNA ligase
AT3G11780.1		
AT3G11930.1	GMM:17.5.3	hormone metabolism.ethylene.induced-regulated-responsive-activated
AT3G12020.1	GMM:31.1	cell.organisation
AT3G12150.1		
AT3G12260.1	GMM:9.1.1	mitochondrial electron transport / ATP synthesis.NADH-DH (type I).complex I
AT3G12290.1	GMM:25.5	C1-metabolism.methylenetetrahydrofolate dehydrogenase and methenyltetrahydrofolate cyclohydrolase
AT3G12390.1	GMM:29.2.4	protein.synthesis.elongation
AT3G12490.1	GMM:29.5.3	protein.degradation.cysteine protease
AT3G12580.1	GMM:20.2.1	stress.abiotic.heat
AT3G12780.1	GMM:1.3.3	PS.calvin cycle.phosphoglycerate kinase
AT3G12860.1	GMM:29.2.2.3.1	protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.snoRNPs
AT3G13070.1		
AT3G13080.1	GMM:34.16	transport.ABC transporters and multidrug resistance systems
AT3G13120.1	GMM:29.2.1.1.1.1.10	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.30S subunit.S10
AT3G13330.1		
AT3G13470.1	GMM:29.6	protein.folding
AT3G13530.1	GMM:30.6	signalling.MAP kinases
AT3G13570.1	GMM:27.1.1	RNA.processing.splicing
AT3G13674.1		
AT3G13740.1	GMM:27.4	RNA.RNA binding
AT3G13830.1	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX
AT3G13840.1	GMM:27.3.21	RNA.regulation of transcription.GRAS transcription factor family
AT3G13900.1	GMM:34.1	transport.p- and v-ATPases
AT3G13920.1	GMM:29.2.3	protein.synthesis.initiation
AT3G13920.3	GMM:29.2.3	protein.synthesis.initiation
AT3G13930.1	GMM:8.1.1.2	TCA / organic transformation.TCA.pyruvate DH.E2
AT3G14050.1	GMM:20.1.5	stress.biotic.regulation of transcription
AT3G14067.1	GMM:29.5.1	protein.degradation.subtilases
AT3G14080.1	GMM:27.1	RNA.processing
AT3G14090.1	GMM:31.4	cell.vesicle transport
AT3G14110.1	GMM:19.40	tetrapyrrole synthesis.regulation
AT3G14210.1	GMM:26.28;GMM:16.5.1.3.1	misc.GDSL-motif lipase;secondary metabolism.sulfur-containing.glucosinolates.degradation.myrosinase
AT3G14225.1	GMM:26.28	misc.GDSL-motif lipase
AT3G14310.1	GMM:10.8.1	cell wall.pectinesterases.PME
AT3G14390.1	GMM:13.1.3.5.5	amino acid metabolism.synthesis.aspartate family.lysine.diaminopimelate decarboxylase
AT3G14415.1	GMM:1.2.2	PS.photorespiration.glycolate oxydase
AT3G14420.1	GMM:1.2.2	PS.photorespiration.glycolate oxydase
AT3G14420.6	GMM:1.2.2	PS.photorespiration.glycolate oxydase
AT3G14460.1	GMM:20.1.7	stress.biotic.PR-proteins
AT3G14580.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
AT3G14600.1	GMM:29.2.1.2.2.518	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L18A
AT3G14610.1	GMM:26.10	misc.cytochrome P450
AT3G14900.1		
AT3G14940.1	GMM:4.1.15	glycolysis.cytosolic branch.phospho-enol-pyruvate carboxylase (PEPC)
AT3G14980.1	GMM:27.3.63	RNA.regulation of transcription.PHD finger transcription factor
AT3G14990.1	GMM:18.2	Co-factor and vitamine metabolism.thiamine
AT3G15000.1		
AT3G15095.3		
AT3G15140.1	GMM:28.99	DNA.unspecified
AT3G15190.1	GMM:29.2.1.1.1.1.20	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.30S subunit.S20
AT3G15340.1	GMM:34	transport
AT3G15350.1	GMM:26.2	misc.UDP glucosyl and glucoronyl transferases
AT3G15360.1	GMM:21.1	redox.thioredoxin
AT3G15640.1	GMM:9.7	mitochondrial electron transport / ATP synthesis.cytochrome c oxidase
AT3G15730.1	GMM:11.9.3.1	lipid metabolism.lipid degradation.lysophospholipases.phospholipase D
AT3G15930.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
AT3G16000.1	GMM:27.3.34	RNA.regulation of transcription.orphan family
AT3G16240.1	GMM:34.19.2	transport.major intrinsic proteins.TIP
AT3G16330.1		
AT3G16400.1	GMM:26.16	misc.myrosinases-lectin-jacalin
AT3G16410.1	GMM:26.16	misc.myrosinases-lectin-jacalin
AT3G16420.1	GMM:26.16	misc.myrosinases-lectin-jacalin
AT3G16450.1	GMM:17.7.3	hormone metabolism.jasmonate.induced-regulated-responsive-activated
AT3G16460.1	GMM:17.7.3	hormone metabolism.jasmonate.induced-regulated-responsive-activated
AT3G16470.1	GMM:17.7.3	hormone metabolism.jasmonate.induced-regulated-responsive-activated
AT3G16640.1	GMM:33.99	development.unspecified
AT3G16950.2	GMM:8.1.1.3	TCA / organic transformation.TCA.pyruvate DH.E3
AT3G17240.1	GMM:8.1.1.3	TCA / organic transformation.TCA.pyruvate DH.E3
AT3G17310.1	GMM:27.3.46	RNA.regulation of transcription.DNA methyltransferases
AT3G17340.1	GMM:29.3.1	protein.targeting.nucleus
AT3G17360.1	GMM:31.1	cell.organisation
AT3G17390.1	GMM:15.2	"metal handling.binding, chelation and storage"
AT3G17450.1	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator
AT3G17650.1	GMM:34.13	transport.peptides and oligopeptides
AT3G17880.1	GMM:21.1	redox.thioredoxin
AT3G17940.1	GMM:3.5	minor CHO metabolism.others
AT3G18080.1	GMM:26.3	"misc.gluco-, galacto- and mannosidases"
AT3G18110.1	GMM:33.99	development.unspecified
AT3G18190.1	GMM:29.6	protein.folding
AT3G18240.1		
AT3G18310.1		
AT3G18330.1	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX
AT3G18480.1	GMM:29.3.4.2	protein.targeting.secretory pathway.golgi
AT3G18740.1	GMM:29.2.1.2.2.30	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L30
AT3G18900.1	GMM:35.2	not assigned.unknown
AT3G18930.1	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING
AT3G18940.1		
AT3G19050.1	GMM:31.1	cell.organisation
AT3G19170.1	GMM:29.5.7	protein.degradation.metalloprotease
AT3G19190.1	GMM:35.2	not assigned.unknown
AT3G19520.1	GMM:35.2	not assigned.unknown
AT3G19700.1	GMM:30.2.11	signalling.receptor kinases.leucine rich repeat XI
AT3G19710.1	GMM:16.5.1.1.1.1;GMM:13.1.4.1.4	secondary metabolism.sulfur-containing.glucosinolates.synthesis.aliphatic.branched-chain amino acid aminotransferase  (BCAT/MAAT);amino acid metabolism.synthesis.branched chain group.common.branched-chain-amino-acid aminotransferase
AT3G19760.1	GMM:29.2.2.3.5	protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.DExD-box helicases
AT3G19820.1	GMM:17.3.1.2.8	hormone metabolism.brassinosteroid.synthesis-degradation.sterols.DWF1
AT3G19960.1	GMM:31.1.1.3.8;GMM:31.1	cell.organisation.cytoskeleton.Myosin.Class VII;cell.organisation
AT3G19990.1	GMM:35.2	not assigned.unknown
AT3G20210.1	GMM:29.5	protein.degradation
AT3G20350.1		
AT3G20390.1	GMM:27.1.19	RNA.processing.ribonucleases
AT3G20590.1	GMM:20.1	stress.biotic
AT3G20820.1		
AT3G20940.1	GMM:26.10	misc.cytochrome P450
AT3G21055.1	GMM:1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits
AT3G21150.1	GMM:27.3.7	RNA.regulation of transcription.C2C2(Zn) Constans-like zinc finger family (CO-like)
AT3G21175.1	GMM:27.3.9	RNA.regulation of transcription.C2C2(Zn) GATA transcription factor family
AT3G21180.1	GMM:30.3	signalling.calcium
AT3G21210.1	GMM:20.2.99	stress.abiotic.unspecified
AT3G21230.1	GMM:16.2.1.3	secondary metabolism.phenylpropanoids.lignin biosynthesis.4CL
AT3G21290.1	GMM:35.1	not assigned.no ontology
AT3G21540.1	GMM:29.2.2.3.4	protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.WD-repeat proteins
AT3G21970.1	GMM:30.2.99	signalling.receptor kinases.misc
AT3G22110.1	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom
AT3G22190.1	GMM:30.3	signalling.calcium
AT3G22200.1	GMM:13.1.1.1.2	amino acid metabolism.synthesis.central amino acid metabolism.GABA.GABA transaminase
AT3G22460.1	GMM:13.1.5.3.1	amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine.OASTL
AT3G22790.1	GMM:29.4	protein.postranslational modification
AT3G22840.1	GMM:30.11	signalling.light
AT3G22890.1	GMM:14.1	S-assimilation.APS
AT3G23020.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
AT3G23160.1		
AT3G23310.1	GMM:29.4	protein.postranslational modification
AT3G23330.1	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein
AT3G23390.1	GMM:29.2.1.2.2.536	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L36A
AT3G23400.1	GMM:31.1	cell.organisation
AT3G23460.1	GMM:11.3.7	lipid metabolism.phospholipid synthesis.cyclopropane-fatty-acyl-phospholipid synthase
AT3G23550.1	GMM:34.99	transport.misc
AT3G23600.1	GMM:26.1	misc.misc2
AT3G23780.1	GMM:27.2	RNA.transcription
AT3G23790.1	GMM:11.1.8	lipid metabolism.FA synthesis and FA elongation.acyl CoA ligase
AT3G23800.1	GMM:15	metal handling
AT3G23810.1	GMM:13.2.3.4	amino acid metabolism.degradation.aspartate family.methionine
AT3G23830.1	GMM:27.4	RNA.RNA binding
AT3G23890.1	GMM:28.1	DNA.synthesis/chromatin structure
AT3G23930.1		
AT3G23940.1		
AT3G23990.1	GMM:29.6	protein.folding
AT3G24170.1	GMM:21.2.2	redox.ascorbate and glutathione.glutathione
AT3G24255.1	GMM:35.2	not assigned.unknown
AT3G24320.1	GMM:28.2	DNA.repair
AT3G24430.1	GMM:29.8	protein.assembly and cofactor ligation
AT3G24490.1	GMM:27.3.30	RNA.regulation of transcription.triple-helix transcription factor family (Trihelix)
AT3G24503.1	GMM:5.10	fermentation.aldehyde dehydrogenase
AT3G24830.1	GMM:29.2.1.2.2.513	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L13A
AT3G24870.1	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator
AT3G25220.1	GMM:31.3.1	cell.cycle.peptidylprolyl isomerase
AT3G25230.1	GMM:31.3.1;GMM:29.6	cell.cycle.peptidylprolyl isomerase;protein.folding
AT3G25520.1	GMM:29.2.1.2.2.5	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L5
AT3G25530.1	GMM:7.1.3	OPP.oxidative PP.6-phosphogluconate dehydrogenase
AT3G25590.1		
AT3G25680.1		
AT3G25770.1	GMM:17.7.1.4	hormone metabolism.jasmonate.synthesis-degradation.allene oxidase cyclase
AT3G25860.1	GMM:11.1.31	lipid metabolism.FA synthesis and FA elongation.pyruvate DH
AT3G25920.1	GMM:29.2.1.1.1.2.15	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L15
AT3G26060.1	GMM:21.5	redox.peroxiredoxin
AT3G26070.1	GMM:31.1	cell.organisation
AT3G26270.1	GMM:26.10	misc.cytochrome P450
AT3G26340.1	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom
AT3G26420.1	GMM:27.4	RNA.RNA binding
AT3G26450.1	GMM:20.2.99	stress.abiotic.unspecified
AT3G26520.1	GMM:34.19.2	transport.major intrinsic proteins.TIP
AT3G26618.1	GMM:29.2.5	protein.synthesis.release
AT3G26650.1	GMM:1.3.4	PS.calvin cycle.GAP
AT3G26670.1	GMM:35.2	not assigned.unknown
AT3G26830.1	GMM:26.10	misc.cytochrome P450
AT3G26910.1	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator
AT3G26940.1	GMM:29.4.1.57	protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII
AT3G27160.1	GMM:29.2.1.1.3.1.21	protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.30S subunit.S21
AT3G27280.1	GMM:31.2	cell.division
AT3G27610.1	GMM:35.2	not assigned.unknown
AT3G27690.1	GMM:1.1.1.1	PS.lightreaction.photosystem II.LHC-II
AT3G27740.1	GMM:23.1.1.1	nucleotide metabolism.synthesis.pyrimidine.carbamoyl phosphate synthetase
AT3G27830.1	GMM:29.2.1.1.1.2.12	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L12
AT3G27850.1	GMM:29.2.1.1.1.2.12	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L12
AT3G27870.1	GMM:34.1	transport.p- and v-ATPases
AT3G28270.1		
AT3G28291.1		
AT3G28540.1	GMM:29.5.9	protein.degradation.AAA type
AT3G28570.1	GMM:29.5.9	protein.degradation.AAA type
AT3G28710.1	GMM:34.1.1	transport.p- and v-ATPases.H+-transporting two-sector ATPase
AT3G28830.1		
AT3G28990.1		
AT3G29010.1	GMM:35.2	not assigned.unknown
AT3G29240.1		
AT3G29320.1	GMM:2.2.2.2	major CHO metabolism.degradation.starch.starch phosphorylase
AT3G29360.1	GMM:10.1.4	cell wall.precursor synthesis.UGD
AT3G29635.1		
AT3G32330.1	GMM:28.2	DNA.repair
AT3G32930.1	GMM:35.2	not assigned.unknown
AT3G32980.1	GMM:26.12	misc.peroxidases
AT3G42050.1	GMM:34.1.1.6	transport.p- and v-ATPases.H+-transporting two-sector ATPase.subunit H
AT3G42060.1	GMM:31.1	cell.organisation
AT3G43210.1	GMM:31.1	cell.organisation
AT3G43410.1		
AT3G43432.1		
AT3G43850.1	GMM:35.2	not assigned.unknown
AT3G43860.1	GMM:10.6.1	"cell wall.degradation.cellulases and beta-1,4-glucanases"
AT3G43920.1	GMM:27.1.20	RNA.processing.degradation dicer
AT3G43960.1	GMM:29.5.3	protein.degradation.cysteine protease
AT3G44100.1		
AT3G44200.1	GMM:29.4	protein.postranslational modification
AT3G44300.1	GMM:17.2.1;GMM:16.5.1.3.3	hormone metabolism.auxin.synthesis-degradation;secondary metabolism.sulfur-containing.glucosinolates.degradation.nitrilase
AT3G44310.1	GMM:17.2.1;GMM:16.5.1.3.3	hormone metabolism.auxin.synthesis-degradation;secondary metabolism.sulfur-containing.glucosinolates.degradation.nitrilase
AT3G44320.1	GMM:26.8;GMM:16.5.1.3.3	"misc.nitrilases, nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases;secondary metabolism.sulfur-containing.glucosinolates.degradation.nitrilase"
AT3G44400.1	GMM:20.1.7	stress.biotic.PR-proteins
AT3G44540.1	GMM:11.9.4.13	lipid metabolism.lipid degradation.beta-oxidation.acyl CoA reductase
AT3G44610.1	GMM:29.4	protein.postranslational modification
AT3G44690.1	GMM:35.2	not assigned.unknown
AT3G44710.1		
AT3G44850.1	GMM:29.4	protein.postranslational modification
AT3G44890.1	GMM:29.2.1.1.1.2.9	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L9
AT3G45030.1	GMM:29.2.1.2.1.20	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S20
AT3G45140.1	GMM:17.7.1.2	hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase
AT3G45240.1	GMM:29.4	protein.postranslational modification
AT3G45310.1	GMM:29.5.3	protein.degradation.cysteine protease
AT3G45450.1	GMM:29.3.99	protein.targeting.unknown
AT3G45510.1	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING
AT3G45620.1	GMM:29.5.11.4.99	protein.degradation.ubiquitin.E3.unspecified
AT3G46000.1	GMM:31.1.1.1.2;GMM:31.1	cell.organisation.cytoskeleton.actin.actin depolymerizing factors;cell.organisation
AT3G46060.1	GMM:30.5	signalling.G-proteins
AT3G46100.1	GMM:29.1.21	protein.aa activation.histidine-tRNA ligase
AT3G46110.1	GMM:35.2	not assigned.unknown
AT3G46140.1	GMM:29.4	protein.postranslational modification
AT3G46430.1	GMM:9.9	mitochondrial electron transport / ATP synthesis.F1-ATPase
AT3G46740.1	GMM:29.3.3	protein.targeting.chloroplast
AT3G46780.1	GMM:27.2	RNA.transcription
AT3G46920.1	GMM:29.4	protein.postranslational modification
AT3G46970.1	GMM:2.2.2.2	major CHO metabolism.degradation.starch.starch phosphorylase
AT3G47000.1	GMM:10.6.1	"cell wall.degradation.cellulases and beta-1,4-glucanases"
AT3G47070.1		
AT3G47110.1	GMM:30.2.12	signalling.receptor kinases.leucine rich repeat XII
AT3G47340.1	GMM:13.1.3.1.1	amino acid metabolism.synthesis.aspartate family.asparagine.asparagine synthetase
